,Ensembl gene ID,HGNC ID,Status,Approved symbol,Approved name,NCBI gene ID,UCSC gene ID,RefSeq accession
302,ENSG00000215310,,,,,,,
303,ENSG00000165623,HGNC:25205,Approved,UCMA,upper zone of growth plate and cartilage matrix associated,221044,uc057rts.1,NM_145314
304,ENSG00000196634,HGNC:51845,Approved,LUADT1,lung adenocarcinoma associated transcript 1,106182249,,NR_132442
305,ENSG00000205148,,,,,,,
306,ENSG00000130748,HGNC:26042,Approved,TMEM160,transmembrane protein 160,54958,uc002pfz.4,NM_017854
307,ENSG00000236526,HGNC:40728,Approved,BTBD3-AS1,BTBD3 antisense RNA 1,121832811,,
308,ENSG00000185915,HGNC:26634,Approved,KLHL34,kelch like family member 34,257240,uc004czz.2,NM_153270
309,ENSG00000231317,,,,,,,
310,ENSG00000204455,HGNC:37145,Approved,TRIM51BP,"tripartite motif-containing 51B, pseudogene",399937,,NG_011760
311,ENSG00000214297,HGNC:416,Approved,ALDOAP2,ALDOA pseudogene 2,228,,NG_005637
312,ENSG00000197830,,,,,,,
313,ENSG00000178440,HGNC:45009,Approved,TIMM23B-AGAP6,TIMM23B-AGAP6 readthrough (NMD candidate),113218477,uc057tfo.1,NR_158656
314,ENSG00000101200,HGNC:894,Approved,AVP,arginine vasopressin,551,uc002whu.3,NM_000490
315,ENSG00000227958,,,,,,,
316,ENSG00000232884,,,,,,,
317,ENSG00000244541,HGNC:49648,Approved,LINC01213,long intergenic non-protein coding RNA 1213,101927992,,NR_110167
318,ENSG00000165178,HGNC:32523,Approved,NCF1C,neutrophil cytosolic factor 1C pseudogene,654817,,NR_003187
319,ENSG00000132965,HGNC:436,Approved,ALOX5AP,arachidonate 5-lipoxygenase activating protein,241,uc001utf.3,NM_001629
320,ENSG00000181961,HGNC:15153,Approved,OR4A16,olfactory receptor family 4 subfamily A member 16,81327,uc010rie.2,NM_001005274
321,ENSG00000187003,HGNC:161,Approved,ACTL7A,actin like 7A,10881,uc004bdj.3,NM_006687
322,ENSG00000170542,HGNC:8955,Approved,SERPINB9,serpin family B member 9,5272,uc003mug.5,NM_004155
323,ENSG00000225286,,,,,,,
324,ENSG00000227187,HGNC:36306,Approved,RPL21P31,ribosomal protein L21 pseudogene 31,100271160,,NG_010296
325,ENSG00000229409,,,,,,,
326,ENSG00000101856,HGNC:16090,Approved,PGRMC1,progesterone receptor membrane component 1,10857,uc004erb.5,NM_006667
327,ENSG00000228125,HGNC:50797,Approved,AKIRIN1P2,akirin 1 pseudogene 2,106480306,,NG_008960
328,ENSG00000228906,,,,,,,
329,ENSG00000205653,,,,,,,
330,ENSG00000229311,,,,,,,
331,ENSG00000101842,HGNC:28675,Approved,VSIG1,V-set and immunoglobulin domain containing 1,340547,uc004eno.4,NM_182607
332,ENSG00000253178,,,,,,,
333,ENSG00000228095,,,,,,,
334,ENSG00000213643,HGNC:37357,Approved,VN1R37P,vomeronasal 1 receptor 37 pseudogene,402273,,NG_015950
335,ENSG00000212122,HGNC:14968,Approved,TSSK1B,testis specific serine kinase 1B,83942,uc003kqm.2,NM_032028
336,ENSG00000241870,,,,,,,
337,ENSG00000183397,HGNC:34496,Approved,TEKTIP1,tektin bundle interacting protein 1,100128569,uc010xhm.3,NM_001135580
338,ENSG00000235485,,,,,,,
339,ENSG00000216913,,,,,,,
340,ENSG00000213690,,,,,,,
341,ENSG00000146676,HGNC:9702,Approved,PURB,purine rich element binding protein B,5814,uc003tme.5,NM_033224
342,ENSG00000220340,HGNC:52121,Approved,MTCO1P56,MT-CO1 pseudogene 56,107075286,,NG_046443
343,ENSG00000231119,,,,,,,
344,ENSG00000249493,HGNC:23756,Approved,ANKRD20A18P,"ankyrin repeat domain 20 family member A18, pseudogene",391269,,NG_009314
345,ENSG00000225093,HGNC:36797,Approved,RPL3P7,ribosomal protein L3 pseudogene 7,642741,,NG_010941
346,ENSG00000224482,HGNC:37721,Approved,HSFY4P,"heat shock transcription factor Y-linked 4, pseudogene",643987,,NG_016562
347,ENSG00000188996,HGNC:16485,Approved,HUS1B,HUS1 checkpoint clamp component B,135458,uc003mtg.4,NM_148959
348,ENSG00000147869,HGNC:1862,Approved,CER1,"cerberus 1, DAN family BMP antagonist",9350,uc003zlj.4,NM_005454
349,ENSG00000197775,,,,,,,
350,ENSG00000226194,HGNC:53510,Approved,LINC02519,long intergenic non-protein coding RNA 2519,105378147,,XR_001744474
351,ENSG00000244486,HGNC:19869,Approved,SCARF2,scavenger receptor class F member 2,91179,uc062bss.1,NM_153334
352,ENSG00000243781,,,,,,,
353,ENSG00000182851,,,,,,,
354,ENSG00000218809,,,,,,,
355,ENSG00000230718,,,,,,,
356,ENSG00000217585,HGNC:54969,Approved,MDH1P2,MDH1 pseudogene 2,644906,,NG_022346
357,ENSG00000230828,,,,,,,
358,ENSG00000165556,HGNC:1806,Approved,CDX2,caudal type homeobox 2,1045,uc001urv.5,NM_001265
359,ENSG00000225226,HGNC:52585,Approved,LINC01795,long intergenic non-protein coding RNA 1795,105374744,,NR_147010
360,ENSG00000228473,HGNC:38056,Approved,LIN28AP2,LIN28A pseudogene 2,100287388,,NG_022998
361,ENSG00000237856,,,,,,,
362,ENSG00000220548,HGNC:43891,Approved,VIM2P,"vimentin 2, pseudogene",100130535,,NG_022326
363,ENSG00000230197,,,,,,,
364,ENSG00000233817,,,,,,,
365,ENSG00000232872,HGNC:24348,Approved,CTAGE3P,"CTAGE family member 3, pseudogene",220112,,NG_006514
366,ENSG00000228280,,,,,,,
367,ENSG00000197794,HGNC:5839,Approved,IGKV7-3,immunoglobulin kappa variable 7-3 (pseudogene),28905,,NG_000834
368,ENSG00000220685,,,,,,,
369,ENSG00000239353,,,,,,,
370,ENSG00000100380,HGNC:11343,Approved,ST13,ST13 Hsp70 interacting protein,6767,uc003aze.5,NM_003932
371,ENSG00000227203,HGNC:32300,Approved,SUB1P1,SUB1 pseudogene 1,728938,,NG_007169
372,ENSG00000226621,HGNC:56393,Approved,RPL13AP27,ribosomal protein L13a pseudogene 27,127379736,,NG_115721
373,ENSG00000234942,HGNC:44131,Approved,GRID1-AS1,GRID1 antisense RNA 1,100507470,uc001kdk.3,NR_038986
374,ENSG00000225373,,,,,,,
375,ENSG00000226820,,,,,,,
376,ENSG00000241225,HGNC:35087,Approved,NMTRS-TGA3-1,nuclear-encoded mitochondrial tRNA-Ser (TGA) 3-1,100189512,,NG_008570
377,ENSG00000231882,HGNC:40225,Approved,F10-AS1,F10 antisense RNA 1,104413892,uc058yln.1,NR_126424
378,ENSG00000219361,HGNC:51925,Approved,RPSAP72,ribosomal protein SA pseudogene 72,107075112,,NG_046552
379,ENSG00000231654,HGNC:40511,Approved,RPS6KA2-AS1,RPS6KA2 antisense RNA 1,100861523,uc032xsy.2,NR_046644
380,ENSG00000238073,HGNC:23893,Approved,RBMY2HP,"RNA binding motif protein Y-linked family 2 member H, pseudogene",378953,,NG_003082
381,ENSG00000219575,HGNC:56571,Approved,NGRNP2,NGRN pseudogene 2,100131890,,NG_022310
382,ENSG00000243199,HGNC:36575,Approved,RPL6P10,ribosomal protein L6 pseudogene 10,642828,,NG_010033
383,ENSG00000197463,,,,,,,
384,ENSG00000233611,HGNC:55714,Approved,GBX2-AS1,GBX2 and ASB18 antisense RNA 1,121853074,,
385,ENSG00000227611,HGNC:49117,Approved,LINC01074,long intergenic non-protein coding RNA 1074,106144607,,NR_149075
386,ENSG00000227658,,,,,,,
387,ENSG00000213157,HGNC:35641,Approved,RPL32P10,ribosomal protein L32 pseudogene 10,391595,,NG_010893
388,ENSG00000126950,HGNC:25864,Approved,TMEM35A,transmembrane protein 35A,59353,uc004egw.4,NM_021637
389,ENSG00000184478,HGNC:14786,Approved,OR56A3,olfactory receptor family 56 subfamily A member 3,390083,uc010qzt.3,NM_001003443
390,ENSG00000236131,HGNC:38733,Approved,MED13P1,mediator complex subunit 13 pseudogene 1,100499481,,NG_023546
391,ENSG00000226625,HGNC:50366,Approved,RBM17P1,RNA binding motif protein 17 pseudogene 1,100133330,,NG_009948
392,ENSG00000219314,,,,,,,
393,ENSG00000100393,HGNC:3373,Approved,EP300,E1A binding protein p300,2033,uc003azl.6,NM_001429
394,ENSG00000231366,HGNC:36906,Approved,RPS26P40,ribosomal protein S26 pseudogene 40,338611,,NG_010929
395,ENSG00000249553,HGNC:42984,Approved,PPP2R2B-IT1,PPP2R2B intronic transcript 1,100874361,uc031slr.1,NR_047115
396,ENSG00000219619,,,,,,,
397,ENSG00000237658,,,,,,,
398,ENSG00000233647,HGNC:50298,Approved,NENFP1,neudesin neurotrophic factor pseudogene 1,106480294,,NG_045764
399,ENSG00000216902,HGNC:35719,Approved,RPL31P32,ribosomal protein L31 pseudogene 32,643851,,NG_011350
400,ENSG00000237760,,,,,,,
401,ENSG00000233261,HGNC:17776,Approved,FAM238A,family with sequence similarity 238 member A,645528,uc001ist.4,NR_026793
402,ENSG00000174678,HGNC:34342,Approved,FAM47DP,"family with sequence similarity 47 member D, pseudogene",139249,,NG_008058
403,ENSG00000231221,HGNC:51583,Approved,LINC01593,long intergenic non-protein coding RNA 1593,107178918,,NR_135071
404,ENSG00000217482,HGNC:39099,Approved,HMGB1P17,high mobility group box 1 pseudogene 17,100419974,,NG_025876
405,ENSG00000215349,HGNC:29701,Approved,MRPL3P1,mitochondrial ribosomal protein L3 pseudogene 1,359739,,NG_002855
406,ENSG00000219329,,,,,,,
407,ENSG00000218716,HGNC:36408,Approved,RPL12P23,ribosomal protein L12 pseudogene 23,100270925,,NG_010412
408,ENSG00000196096,HGNC:52674,Approved,SPAG16-DT,SPAG16 divergent transcript,100130451,,NR_144752
409,ENSG00000169635,HGNC:18595,Approved,HIC2,HIC ZBTB transcriptional repressor 2,23119,uc002zur.5,NM_015094
410,ENSG00000227695,HGNC:20431,Approved,DNMBP-AS1,DNMBP antisense RNA 1,100188954,uc001kqk.2,NR_024130
411,ENSG00000226088,HGNC:40277,Approved,HHLA3-AS1,HHLA3 antisense RNA 1,102724548,,XR_426710
412,ENSG00000217165,HGNC:43609,Approved,ANKRD18EP,"ankyrin repeat domain 18E, pseudogene",100131031,,NG_028818
413,ENSG00000100410,HGNC:18000,Approved,PHF5A,PHD finger protein 5A,84844,uc003bab.4,NM_032758
414,ENSG00000172340,HGNC:11450,Approved,SUCLG2,succinate-CoA ligase GDP-forming subunit beta,8801,uc003dna.5,NM_003848
415,ENSG00000228767,HGNC:33370,Approved,KRT8P18,keratin 8 pseudogene 18,442078,,NT_022517
416,ENSG00000230137,,,,,,,
417,ENSG00000229368,,,,,,,
418,ENSG00000100418,HGNC:24577,Approved,DESI1,desumoylating isopeptidase 1,27351,uc003bam.3,NM_015704
419,ENSG00000128310,HGNC:4134,Approved,GALR3,galanin receptor 3,8484,uc003aub.1,NM_003614
420,ENSG00000218048,,,,,,,
421,ENSG00000228422,HGNC:16194,Approved,LINC00687,long intergenic non-protein coding RNA 687,728450,uc061vkj.1,XR_109647
422,ENSG00000238083,HGNC:32404,Approved,LRRC37A2,leucine rich repeat containing 37 member A2,474170,uc002ikn.2,NM_001006607
423,ENSG00000124743,HGNC:21353,Approved,KLHL31,kelch like family member 31,401265,uc003pcb.4,NM_001003760
424,ENSG00000235352,HGNC:54675,Approved,SGCEP1,SGCE pseudogene 1,474174,,NG_004723
425,ENSG00000228193,HGNC:38150,Approved,ELOCP14,elongin C pseudogene 14,100462876,,NG_028691
426,ENSG00000234785,HGNC:44560,Approved,EEF1GP5,eukaryotic translation elongation factor 1 gamma pseudogene 5,642357,,NG_022907
427,ENSG00000225781,HGNC:15090,Approved,OR6V1,olfactory receptor family 6 subfamily V member 1,346517,uc011ksv.3,NM_001001667
428,ENSG00000217268,HGNC:49487,Approved,TXNP7,thioredoxin pseudogene 7,106480275,,NG_062459
429,ENSG00000117069,HGNC:19342,Approved,ST6GALNAC5,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",81849,uc001dhi.4,NM_030965
430,ENSG00000231993,HGNC:50504,Approved,EP300-AS1,EP300 antisense RNA 1,101927279,,NR_110514
431,ENSG00000217130,,,,,,,
432,ENSG00000173548,HGNC:28468,Approved,SNX33,sorting nexin 33,257364,uc002bau.4,NM_153271
433,ENSG00000237642,HGNC:39105,Approved,HMGB3P5,high mobility group box 3 pseudogene 5,645360,,NG_022191
434,ENSG00000100249,HGNC:26931,Approved,C22orf31,chromosome 22 open reading frame 31,25770,uc003aej.2,NM_015370
435,ENSG00000238199,HGNC:44891,Approved,UBE2V2P3,ubiquitin conjugating enzyme E2 V2 pseudogene 3,100421341,,NG_026910
436,ENSG00000238171,,,,,,,
437,ENSG00000241074,HGNC:46829,Approved,RN7SL813P,"RNA, 7SL, cytoplasmic 813, pseudogene",106480534,uc021vsd.2,NG_044090
438,ENSG00000231569,,,,,,,
439,ENSG00000215405,,,,,,,
440,ENSG00000256385,HGNC:20337,Approved,UBE2NP1,ubiquitin conjugating enzyme E2 N pseudogene 1,100288613,,NG_031850
441,ENSG00000231124,HGNC:44896,Approved,UBE2V1P11,UBE2V1 pseudogene 11,102723977,,NG_046614
442,ENSG00000235864,HGNC:44921,Approved,HSPA8P6,heat shock protein family A (Hsp70) member 8 pseudogene 6,130195,,NG_021552
443,ENSG00000203395,,,,,,,
444,ENSG00000235705,,,,,,,
445,ENSG00000188716,HGNC:23481,Approved,DUSP29,dual specificity phosphatase 29,338599,uc001jwq.1,NM_001003892
446,ENSG00000224174,,,,,,,
447,ENSG00000167970,,,,,,,
448,ENSG00000183134,HGNC:4502,Approved,PTGDR2,prostaglandin D2 receptor 2,11251,uc001nqc.3,NM_004778
449,ENSG00000175877,HGNC:23018,Approved,TMEM270,transmembrane protein 270,135886,uc003tzk.2,NM_182504
450,ENSG00000229372,HGNC:41225,Approved,SZT2-AS1,SZT2 antisense RNA 1,100873952,uc057fnr.1,NR_046744
451,ENSG00000107362,HGNC:24278,Approved,ABHD17B,"abhydrolase domain containing 17B, depalmitoylase",51104,uc004ail.4,NM_016014
452,ENSG00000271969,,,,,,,
453,ENSG00000220472,,,,,,,
454,ENSG00000213500,HGNC:42365,Approved,LAP3P2,leucine aminopeptidase 3 pseudogene 2,389386,,NG_022353
455,ENSG00000235308,,,,,,,
456,ENSG00000235645,HGNC:54136,Approved,LINC02651,long intergenic non-protein coding RNA 2651,105378346,,XR_946038
457,ENSG00000229373,HGNC:42800,Approved,LINC00452,long intergenic non-protein coding RNA 452,643365,uc031qnp.2,NR_164112
458,ENSG00000188101,HGNC:39027,Approved,ALOX15P2,arachidonate 15-lipoxygenase pseudogene 2,642959,,NG_028727
459,ENSG00000225984,HGNC:39117,Approved,HMGB1P26,high mobility group box 1 pseudogene 26,645201,,NG_022758
460,ENSG00000233460,HGNC:36284,Approved,RPL35AP31,ribosomal protein L35a pseudogene 31,100271640,,NG_010117
461,ENSG00000231184,HGNC:42022,Approved,CCNQP3,CCNQ pseudogene 3,100421566,,NG_024890
462,ENSG00000230609,HGNC:56512,Approved,COX7CP4,COX7C pseudogene 4,127460873,,NG_148535
463,ENSG00000197263,,,,,,,
464,ENSG00000241360,HGNC:30259,Approved,PDXP,pyridoxal phosphatase,57026,uc003atm.2,NM_020315
465,ENSG00000228957,,,,,,,
466,ENSG00000180081,,,,,,,
467,ENSG00000128342,HGNC:6596,Approved,LIF,LIF interleukin 6 family cytokine,3976,uc003agz.3,NM_002309
468,ENSG00000234262,,,,,,,
469,ENSG00000227313,HGNC:54110,Approved,LINC02630,long intergenic non-protein coding RNA 2630,105376495,,XR_930822
470,ENSG00000226676,HGNC:54173,Approved,LINC02679,long intergenic non-protein coding RNA 2679,105378385,,NR_134315
471,ENSG00000117174,HGNC:26089,Approved,ZNHIT6,zinc finger HIT-type containing 6,54680,uc001dlh.4,NM_017953
472,ENSG00000235482,HGNC:44539,Approved,RPL21P135,ribosomal protein L21 pseudogene 135,100419391,,NG_025687
473,ENSG00000236714,HGNC:52660,Approved,LINC01844,long intergenic non-protein coding RNA 1844,101926975,,NR_110558
474,ENSG00000178171,HGNC:26771,Approved,AMER3,APC membrane recruitment protein 3,205147,uc010fmt.1,NM_152698
475,ENSG00000203659,,,,,,,
476,ENSG00000219722,HGNC:35933,Approved,RPL26P20,ribosomal protein L26 pseudogene 20,100271191,,NG_010455
477,ENSG00000233134,HGNC:52077,Approved,MTND3P17,MT-ND3 pseudogene 17,107075279,,NG_046516
478,ENSG00000100350,HGNC:26264,Approved,FOXRED2,FAD dependent oxidoreductase domain containing 2,80020,uc003app.5,NM_024955
479,ENSG00000235623,HGNC:15126,Approved,OR7E110P,olfactory receptor family 7 subfamily E member 110 pseudogene,81354,,NG_004251
480,ENSG00000233393,,,,,,,
481,ENSG00000215409,,,,,,,
482,ENSG00000234248,,,,,,,
483,ENSG00000214025,HGNC:39745,Approved,ATP5PBP4,ATP synthase peripheral stalk-membrane subunit b pseudogene 4,100422514,,NG_023742
484,ENSG00000235907,,,,,,,
485,ENSG00000226669,,,,,,,
486,ENSG00000241782,HGNC:36097,Approved,RPL21P95,ribosomal protein L21 pseudogene 95,100271427,,NG_010358
487,ENSG00000237664,HGNC:19723,Approved,LINC00316,long intergenic non-protein coding RNA 316,388830,uc032qcd.1,NR_103811
488,ENSG00000128322,HGNC:5870,Approved,IGLL1,immunoglobulin lambda like polypeptide 1,3543,uc002zxd.4,NM_020070
489,ENSG00000268799,HGNC:43734,Approved,H3Y2,H3.Y histone 2,340096,,NM_001371919
490,ENSG00000227589,HGNC:40590,Approved,TP73-AS3,TP73 antisense RNA 3,105378610,,XR_946888
491,ENSG00000100304,HGNC:28974,Approved,TTLL12,tubulin tyrosine ligase like 12,23170,uc003bdq.4,NM_015140
492,ENSG00000229291,HGNC:54288,Approved,LINC02768,long intergenic non-protein coding RNA 2768,105373212,,XR_949297
493,ENSG00000128165,HGNC:28898,Approved,ADM2,adrenomedullin 2,79924,uc003blj.4,NM_024866
494,ENSG00000006638,HGNC:11608,Approved,TBXA2R,thromboxane A2 receptor,6915,uc002lyg.3,NM_001060
495,ENSG00000100290,HGNC:1051,Approved,BIK,BCL2 interacting killer,638,uc003bdk.3,NM_001197
496,ENSG00000217227,HGNC:55068,Approved,TFGP1,TFG pseudogene 1,100128379,,NG_017153
497,ENSG00000223861,,,,,,,
498,ENSG00000235930,HGNC:49331,Approved,HSPE1P12,heat shock protein family E (Hsp10) member 1 pseudogene 12,100286954,,NG_030131
499,ENSG00000243048,HGNC:3988,Approved,FTHL18P,"ferritin heavy chain like 18, pseudogene",441490,,NR_171164
500,ENSG00000226708,,,,,,,
501,ENSG00000224577,HGNC:49260,Approved,LINC01117,long intergenic non-protein coding RNA 1117,102724224,,NR_110599
502,ENSG00000158270,HGNC:16016,Approved,COLEC12,collectin subfamily member 12,81035,uc002kkm.4,NM_130386
503,ENSG00000235143,,,,,,,
504,ENSG00000228181,,,,,,,
505,ENSG00000261864,,,,,,,
506,ENSG00000184166,HGNC:8183,Approved,OR1D2,olfactory receptor family 1 subfamily D member 2,4991,uc010vrb.2,NM_002548
507,ENSG00000216516,,,,,,,
508,ENSG00000224188,HGNC:39391,Approved,UBE2D3P4,ubiquitin conjugating enzyme E2 D3 pseudogene 4,100131800,,NG_011460
509,ENSG00000100104,HGNC:33910,Approved,SRRD,SRR1 domain containing,402055,uc010gve.4,NM_001013694
510,ENSG00000170802,HGNC:5281,Approved,FOXN2,forkhead box N2,3344,uc002rwh.2,NM_002158
511,ENSG00000224311,HGNC:55858,Approved,WDTC1-DT,WDTC1 divergent transcript,105376890,,XR_007065560
512,ENSG00000217228,HGNC:49906,Approved,GSTA12P,"glutathione S-transferase alpha 12, pseudogene",647169,,NG_022299
513,ENSG00000203321,HGNC:51188,Approved,CARNMT1-AS1,CARNMT1 antisense RNA 1,101927380,,NR_121183
514,ENSG00000235163,HGNC:55904,Approved,RPL7AP81,ribosomal protein L7a pseudogene 81,122965333,,NG_084035
515,ENSG00000100075,HGNC:10979,Approved,SLC25A1,solute carrier family 25 member 1,6576,uc002zoz.6,NM_005984
516,ENSG00000225775,,,,,,,
517,ENSG00000230338,HGNC:42206,Approved,MTND4P19,MT-ND4 pseudogene 19,100873351,,NG_008384
518,ENSG00000186924,HGNC:18947,Approved,KRTAP22-1,keratin associated protein 22-1,337979,uc011add.3,NM_181620
519,ENSG00000218416,HGNC:56102,Approved,GPC1-AS1,GPC1 antisense RNA 1,100130449,,NR_161169
520,ENSG00000216762,HGNC:18723,Approved,VN1R13P,vomeronasal 1 receptor 13 pseudogene,387322,,NG_015636
521,ENSG00000229556,,,,,,,
522,ENSG00000237683,,,,,,,
523,ENSG00000235523,,,,,,,
524,ENSG00000229885,,,,,,,
525,ENSG00000188403,HGNC:5569,Approved,IGHV1OR15-9,immunoglobulin heavy variable 1/OR15-9 (non-functional),390531,uc059gon.1,NG_032069
526,ENSG00000255808,HGNC:40435,Approved,PDE2A-AS1,PDE2A antisense RNA 1,105369379,,XR_001748293
527,ENSG00000217330,HGNC:30638,Approved,SSXP10,SSX family pseudogene 10,100287603,,NG_022942
528,ENSG00000219747,HGNC:36086,Approved,RPL32P16,ribosomal protein L32 pseudogene 16,646104,,NG_006650
529,ENSG00000243831,,,,,,,
530,ENSG00000066422,HGNC:16740,Approved,ZBTB11,zinc finger and BTB domain containing 11,27107,uc003dve.5,NM_014415
531,ENSG00000235995,HGNC:44889,Approved,UBE2V1P6,UBE2V1 pseudogene 6,100287279,,NG_030150
532,ENSG00000233821,HGNC:42396,Approved,ENOX1-AS1,ENOX1 antisense RNA 1,100874129,uc058wrp.1,
533,ENSG00000184979,HGNC:12616,Approved,USP18,ubiquitin specific peptidase 18,11274,uc002zny.4,NM_017414
534,ENSG00000224460,,,,,,,
535,ENSG00000237007,HGNC:37888,Approved,KRT18P52,keratin 18 pseudogene 52,100418769,,NG_021498
536,ENSG00000019102,HGNC:17149,Approved,VSIG2,V-set and immunoglobulin domain containing 2,23584,uc001qas.4,NM_014312
537,ENSG00000248752,,,,,,,
538,ENSG00000224852,HGNC:42286,Approved,MTND5P24,MT-ND5 pseudogene 24,100873262,,NG_032494
539,ENSG00000221890,HGNC:7954,Approved,NPTXR,neuronal pentraxin receptor,23467,uc062eix.1,NM_014293
540,ENSG00000232672,HGNC:51501,Approved,ACTG1P21,actin gamma 1 pseudogene 21,100131291,,NG_022723
541,ENSG00000198763,HGNC:7456,Approved,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,4536,uc064xox.1,YP_003024027
542,ENSG00000225591,HGNC:35622,Approved,RPS27P7,ribosomal protein S27 pseudogene 7,100131787,,NG_011053
543,ENSG00000237087,,,,,,,
544,ENSG00000224837,HGNC:44195,Approved,GCSHP5,GCSH pseudogene 5,100329108,,NG_029194
545,ENSG00000196366,HGNC:26718,Approved,C9orf163,chromosome 9 putative open reading frame 163,158055,uc004chy.4,NM_152571
546,ENSG00000248731,,,,,,,
547,ENSG00000217733,HGNC:35149,Approved,CCT7P1,chaperonin containing TCP1 subunit 7 pseudogene 1,442267,,NG_029833
548,ENSG00000184321,HGNC:14856,Approved,OR51J1,olfactory receptor family 51 subfamily J member 1,79470,uc057yhp.1,NM_001348224
549,ENSG00000229217,HGNC:24385,Approved,CYCSP11,CYCS pseudogene 11,360167,,NG_002962
550,ENSG00000224532,,,,,,,
551,ENSG00000230712,HGNC:33428,Approved,GGTLC4P,gamma-glutamyltransferase light chain 4 pseudogene,729838,,XR_015549
552,ENSG00000100220,HGNC:26935,Approved,RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",51493,,NM_014306
553,ENSG00000235673,,,,,,,
554,ENSG00000232885,HGNC:39887,Approved,GPC5-AS2,GPC5 antisense RNA 2,100873970,uc058xtd.1,NR_120382
555,ENSG00000220008,HGNC:21206,Approved,LINGO3,leucine rich repeat and Ig domain containing 3,645191,uc060rka.1,NM_001101391
556,ENSG00000205989,HGNC:43844,Approved,DEFB109C,defensin beta 109C,100286963,,NG_055545
557,ENSG00000240510,,,,,,,
558,ENSG00000205439,HGNC:20531,Approved,KRTAP12-3,keratin associated protein 12-3,386683,uc002zft.3,NM_198697
559,ENSG00000224387,,,,,,,
560,ENSG00000224294,HGNC:53590,Approved,PINCR,p53-induced noncoding RNA,101927501,,NR_110387
561,ENSG00000232954,HGNC:42698,Approved,LINC00374,long intergenic non-protein coding RNA 374,106144531,,NR_132367
